chr1	367640	368634	GC.chr1_367640_368634_+	0	+	protein_coding	OR4F29	ENSG00000235249.1	ENST00000426406.1
chr1	439365	453722	GC.chr1_439365_453722_+	0	+	lincRNA	RP4-669L17.10	ENSG00000237094.6	ENST00000440163.1
chr1	450887	453942	GC.chr1_450887_453942_+	0	+	lincRNA	RP4-669L17.10	ENSG00000237094.6	ENST00000453935.1
chr1	453217	453948	GC.chr1_453217_453948_+	0	+	lincRNA	RP4-669L17.10	ENSG00000237094.6	ENST00000431321.1
chr1	459656	461954	GC.chr1_459656_461954_+	0	+	lincRNA	RP5-857K21.15	ENSG00000236743.1	ENST00000441866.1
chr1	470971	471355	GC.chr1_470971_471355_+	0	+	pseudogene	RP4-669L17.1	ENSG00000236679.2	ENST00000458203.2
chr1	523009	530148	GC.chr1_523009_530148_+	0	+	lincRNA	RP5-857K21.2	ENSG00000235146.2	ENST00000423796.1
chr1	523048	529954	GC.chr1_523048_529954_+	0	+	lincRNA	RP5-857K21.2	ENSG00000235146.2	ENST00000450696.1
chr1	564442	564813	GC.chr1_564442_564813_+	0	+	pseudogene	MTND1P23	ENSG00000225972.1	ENST00000416931.1
chr1	568137	568818	GC.chr1_568137_568818_+	0	+	pseudogene	RP5-857K21.7	ENSG00000229344.1	ENST00000427426.1
chr1	568915	569121	GC.chr1_568915_569121_+	0	+	pseudogene	MTATP8P1	ENSG00000240409.1	ENST00000467115.1
chr1	569076	569756	GC.chr1_569076_569756_+	0	+	pseudogene	MTATP6P1	ENSG00000248527.1	ENST00000514057.1
chr1	610222	610645	GC.chr1_610222_610645_+	0	+	pseudogene	WBP1LP6	ENSG00000268663.1	ENST00000438434.2
chr1	657472	660283	GC.chr1_657472_660283_+	0	+	pseudogene	CICP3	ENSG00000229376.3	ENST00000440782.3
chr1	696291	697369	GC.chr1_696291_697369_+	0	+	antisense	RP11-206L10.4	ENSG00000229905.1	ENST00000422528.1
chr1	740156	740650	GC.chr1_740156_740650_+	0	+	lincRNA	RP11-206L10.9	ENSG00000237491.3	ENST00000587126.1
chr1	740179	742845	GC.chr1_740179_742845_+	0	+	lincRNA	RP11-206L10.9	ENSG00000237491.3	ENST00000443772.1
chr1	740312	745440	GC.chr1_740312_745440_+	0	+	lincRNA	RP11-206L10.9	ENSG00000237491.3	ENST00000412115.1
chr1	752751	755214	GC.chr1_752751_755214_+	0	+	lincRNA	FAM87B	ENSG00000177757.1	ENST00000326734.1
chr1	808672	809729	GC.chr1_808672_809729_+	0	+	pseudogene	TUBB8P11	ENSG00000234711.1	ENST00000415481.1
chr1	840214	851356	GC.chr1_840214_851356_+	0	+	lincRNA	RP11-54O7.16	ENSG00000272438.1	ENST00000607769.1
chr1	846815	850328	GC.chr1_846815_850328_+	0	+	lincRNA	RP11-54O7.1	ENSG00000230699.2	ENST00000448179.1
chr1	849551	850351	GC.chr1_849551_850351_+	0	+	lincRNA	RP11-54O7.2	ENSG00000241180.1	ENST00000398216.2
chr1	860260	874671	GC.chr1_860260_874671_+	0	+	protein_coding	SAMD11	ENSG00000187634.6	ENST00000420190.1
chr1	860530	871173	GC.chr1_860530_871173_+	0	+	protein_coding	SAMD11	ENSG00000187634.6	ENST00000437963.1
chr1	861118	879955	GC.chr1_861118_879955_+	0	+	protein_coding	SAMD11	ENSG00000187634.6	ENST00000342066.3
chr1	865692	879955	GC.chr1_865692_879955_+	0	+	protein_coding	SAMD11	ENSG00000187634.6	ENST00000341065.4
chr1	874655	879639	GC.chr1_874655_879639_+	0	+	protein_coding	SAMD11	ENSG00000187634.6	ENST00000455979.1
chr1	875726	877553	GC.chr1_875726_877553_+	0	+	protein_coding	SAMD11	ENSG00000187634.6	ENST00000478729.1
chr1	876456	878374	GC.chr1_876456_878374_+	0	+	protein_coding	SAMD11	ENSG00000187634.6	ENST00000474461.1
chr1	877483	878182	GC.chr1_877483_878182_+	0	+	protein_coding	SAMD11	ENSG00000187634.6	ENST00000466827.1
chr1	877546	878272	GC.chr1_877546_878272_+	0	+	protein_coding	SAMD11	ENSG00000187634.6	ENST00000464948.1
chr1	990413	991496	GC.chr1_990413_991496_+	0	+	sense_intronic	RP11-54O7.14	ENSG00000242590.1	ENST00000418300.1
chr1	1104737	1105723	GC.chr1_1104737_1105723_+	0	+	lincRNA	RP11-465B22.8	ENSG00000272141.1	ENST00000606993.1
chr1	1109264	1110414	GC.chr1_1109264_1110414_+	0	+	protein_coding	TTLL10	ENSG00000162571.9	ENST00000506177.1
chr1	1115077	1121244	GC.chr1_1115077_1121244_+	0	+	protein_coding	TTLL10	ENSG00000162571.9	ENST00000379288.3
chr1	1115864	1119307	GC.chr1_1115864_1119307_+	0	+	protein_coding	TTLL10	ENSG00000162571.9	ENST00000460998.1
chr1	1115917	1116264	GC.chr1_1115917_1116264_+	0	+	protein_coding	TTLL10	ENSG00000162571.9	ENST00000514695.1
chr1	1355625	1358071	GC.chr1_1355625_1358071_+	0	+	antisense	RP4-758J18.7	ENSG00000225905.1	ENST00000428932.1
chr1	1361508	1363167	GC.chr1_1361508_1363167_+	0	+	protein_coding	TMEM88B	ENSG00000205116.3	ENST00000378821.3
chr1	1370241	1372839	GC.chr1_1370241_1372839_+	0	+	protein_coding	VWA1	ENSG00000179403.10	ENST00000495558.1
chr1	1370903	1376145	GC.chr1_1370903_1376145_+	0	+	protein_coding	VWA1	ENSG00000179403.10	ENST00000338660.5
chr1	1371051	1378262	GC.chr1_1371051_1378262_+	0	+	protein_coding	VWA1	ENSG00000179403.10	ENST00000476993.1
chr1	1371115	1372557	GC.chr1_1371115_1372557_+	0	+	protein_coding	VWA1	ENSG00000179403.10	ENST00000471398.1
chr1	1385294	1391282	GC.chr1_1385294_1391282_+	0	+	protein_coding	ATAD3C	ENSG00000215915.5	ENST00000475091.2
chr1	1564853	1565985	GC.chr1_1564853_1565985_+	0	+	protein_coding	MIB2	ENSG00000197530.8	ENST00000470373.1
chr1	1567474	1570030	GC.chr1_1567474_1570030_+	0	+	protein_coding	MMP23B	ENSG00000189409.8	ENST00000356026.5
chr1	1567542	1568499	GC.chr1_1567542_1568499_+	0	+	protein_coding	MMP23B	ENSG00000189409.8	ENST00000472264.1
chr1	1567557	1569850	GC.chr1_1567557_1569850_+	0	+	protein_coding	MMP23B	ENSG00000189409.8	ENST00000512731.1
chr1	1567558	1570030	GC.chr1_1567558_1570030_+	0	+	protein_coding	MMP23B	ENSG00000189409.8	ENST00000378675.3
chr1	1568162	1570027	GC.chr1_1568162_1570027_+	0	+	protein_coding	MMP23B	ENSG00000189409.8	ENST00000479814.1
chr1	1568582	1569944	GC.chr1_1568582_1569944_+	0	+	protein_coding	MMP23B	ENSG00000189409.8	ENST00000435358.1
chr1	1568582	1569944	GC.chr1_1568582_1569944_+	0	+	protein_coding	MMP23B	ENSG00000189409.8	ENST00000503792.1
chr1	1569058	1569980	GC.chr1_1569058_1569980_+	0	+	protein_coding	MMP23B	ENSG00000189409.8	ENST00000489782.1
chr1	1569381	1569984	GC.chr1_1569381_1569984_+	0	+	protein_coding	MMP23B	ENSG00000189409.8	ENST00000486400.1
chr1	1569619	1570639	GC.chr1_1569619_1570639_+	0	+	protein_coding	MMP23B	ENSG00000189409.8	ENST00000490017.1
chr1	1603429	1604850	GC.chr1_1603429_1604850_+	0	+	antisense	RP11-345P4.7	ENSG00000269737.1	ENST00000596308.1
chr1	1604714	1605836	GC.chr1_1604714_1605836_+	0	+	pseudogene	RP11-345P4.6	ENSG00000269227.1	ENST00000597891.1
chr1	1604714	1605836	ENSG00000171863	0	+	GERST_PG	N	PGOHUM00000244579	PGOHUM00000244579
chr1	1631369	1632072	ENSG00000189409	0	+	GERST_PG	N	PGOHUM00000251106	PGOHUM00000251106
chr1	1631381	1633221	GC.chr1_1631381_1633221_+	0	+	pseudogene	MMP23A	ENSG00000215914.3	ENST00000234610.5
chr1	1632351	1633218	ENSG00000189409	0	+	GERST_PG	N	PGOHUM00000251107	PGOHUM00000251107
chr1	1663993	1667414	GC.chr1_1663993_1667414_+	0	+	pseudogene	RP1-283E3.4	ENSG00000227775.3	ENST00000424604.1
chr1	1667250	1668686	ENSG00000171863	0	+	GERST_PG	N	PGOHUM00000244581	PGOHUM00000244581
chr1	1667256	1668690	GC.chr1_1667256_1668690_+	0	+	pseudogene	RP1-283E3.4	ENSG00000227775.3	ENST00000418950.2
chr1	1846266	1848733	GC.chr1_1846266_1848733_+	0	+	protein_coding	CALML6	ENSG00000169885.5	ENST00000307786.3
chr1	1846547	1848733	GC.chr1_1846547_1848733_+	0	+	protein_coding	CALML6	ENSG00000169885.5	ENST00000378604.3
chr1	1846705	1848735	GC.chr1_1846705_1848735_+	0	+	protein_coding	CALML6	ENSG00000169885.5	ENST00000482402.1
chr1	1846848	1848510	GC.chr1_1846848_1848510_+	0	+	protein_coding	CALML6	ENSG00000169885.5	ENST00000462293.1
chr1	1950780	1962192	GC.chr1_1950780_1962192_+	0	+	protein_coding	GABRD	ENSG00000187730.6	ENST00000378585.4
chr1	1986880	2002975	GC.chr1_1986880_2002975_+	0	+	protein_coding	PRKCZ	ENSG00000067606.11	ENST00000479566.1
chr1	2398898	2436965	GC.chr1_2398898_2436965_+	0	+	protein_coding	PLCH2	ENSG00000149527.12	ENST00000449969.1
chr1	2407754	2436964	GC.chr1_2407754_2436964_+	0	+	protein_coding	PLCH2	ENSG00000149527.12	ENST00000419816.2
chr1	2410529	2436969	GC.chr1_2410529_2436969_+	0	+	protein_coding	PLCH2	ENSG00000149527.12	ENST00000343889.4
chr1	2411327	2436715	GC.chr1_2411327_2436715_+	0	+	protein_coding	PLCH2	ENSG00000149527.12	ENST00000278878.6
chr1	2429221	2436967	GC.chr1_2429221_2436967_+	0	+	protein_coding	PLCH2	ENSG00000149527.12	ENST00000473964.1
chr1	2430086	2436967	GC.chr1_2430086_2436967_+	0	+	protein_coding	PLCH2	ENSG00000149527.12	ENST00000462379.1
chr1	2564007	2568059	GC.chr1_2564007_2568059_+	0	+	antisense	RP13-436F16.1	ENSG00000237058.1	ENST00000427302.1
chr1	2938046	2939465	GC.chr1_2938046_2939465_+	0	+	protein_coding	ACTRT2	ENSG00000169717.5	ENST00000378404.2
chr1	2985732	3350906	GC.chr1_2985732_3350906_+	0	+	protein_coding	PRDM16	ENSG00000142611.12	ENST00000511072.1
chr1	2985747	3103155	GC.chr1_2985747_3103155_+	0	+	protein_coding	PRDM16	ENSG00000142611.12	ENST00000607632.1
chr1	2985761	3351985	GC.chr1_2985761_3351985_+	0	+	protein_coding	PRDM16	ENSG00000142611.12	ENST00000378391.2
chr1	2985775	3350906	GC.chr1_2985775_3350906_+	0	+	protein_coding	PRDM16	ENSG00000142611.12	ENST00000514189.1
chr1	2985775	3355185	GC.chr1_2985775_3355185_+	0	+	protein_coding	PRDM16	ENSG00000142611.12	ENST00000270722.5
chr1	3154495	3350489	GC.chr1_3154495_3350489_+	0	+	protein_coding	PRDM16	ENSG00000142611.12	ENST00000512462.1
chr1	3160696	3303482	GC.chr1_3160696_3303482_+	0	+	protein_coding	PRDM16	ENSG00000142611.12	ENST00000463591.1
chr1	3313055	3350857	GC.chr1_3313055_3350857_+	0	+	protein_coding	PRDM16	ENSG00000142611.12	ENST00000509860.1
chr1	3341483	3350659	GC.chr1_3341483_3350659_+	0	+	protein_coding	PRDM16	ENSG00000142611.12	ENST00000378389.5
chr1	3341780	3342636	GC.chr1_3341780_3342636_+	0	+	protein_coding	PRDM16	ENSG00000142611.12	ENST00000606170.1
chr1	3403810	3404191	GC.chr1_3403810_3404191_+	0	+	lincRNA	RP11-168F9.2	ENSG00000272088.1	ENST00000606489.1
chr1	3614610	3625098	GC.chr1_3614610_3625098_+	0	+	protein_coding	TP73	ENSG00000078900.10	ENST00000604194.1
chr1	3644042	3649931	GC.chr1_3644042_3649931_+	0	+	protein_coding	TP73	ENSG00000078900.10	ENST00000604566.1
chr1	3668962	3688208	GC.chr1_3668962_3688208_+	0	+	protein_coding	CCDC27	ENSG00000162592.4	ENST00000294600.2
chr1	3669009	3688209	GC.chr1_3669009_3688209_+	0	+	protein_coding	CCDC27	ENSG00000162592.4	ENST00000462521.2
chr1	3701572	3702102	GC.chr1_3701572_3702102_+	0	+	antisense	RP1-286D6.5	ENSG00000272153.1	ENST00000607459.1
chr1	4472111	4484747	GC.chr1_4472111_4484747_+	0	+	lincRNA	RP5-1166F10.1	ENSG00000235054.1	ENST00000423197.1
chr1	4631608	4643481	GC.chr1_4631608_4643481_+	0	+	lincRNA	RP1-37J18.2	ENSG00000232596.1	ENST00000420522.1
chr1	5553038	5554734	GC.chr1_5553038_5554734_+	0	+	lincRNA	RP1-58B11.1	ENSG00000260972.1	ENST00000564261.1
chr1	6297831	6299504	GC.chr1_6297831_6299504_+	0	+	antisense	LINC00337	ENSG00000225077.2	ENST00000429480.2
chr1	6304252	6305638	GC.chr1_6304252_6305638_+	0	+	protein_coding	HES3	ENSG00000173673.7	ENST00000377898.3
chr1	6500438	6505817	GC.chr1_6500438_6505817_+	0	+	protein_coding	ESPN	ENSG00000187017.10	ENST00000418286.1
chr1	6508580	6509018	GC.chr1_6508580_6509018_+	0	+	protein_coding	ESPN	ENSG00000187017.10	ENST00000478323.1
chr1	6510434	6512009	GC.chr1_6510434_6512009_+	0	+	protein_coding	ESPN	ENSG00000187017.10	ENST00000475479.1
chr1	6607965	6608679	GC.chr1_6607965_6608679_+	0	+	pseudogene	RP11-58A11.2	ENSG00000229519.2	ENST00000456162.2
chr1	6631001	6639486	GC.chr1_6631001_6639486_+	0	+	protein_coding	TAS1R1	ENSG00000173662.15	ENST00000411823.1
chr1	6631001	6639486	GC.chr1_6631001_6639486_+	0	+	protein_coding	TAS1R1	ENSG00000173662.15	ENST00000415267.1
chr1	6784697	6787468	GC.chr1_6784697_6787468_+	0	+	lincRNA	RP11-242F24.1	ENSG00000228750.1	ENST00000432429.1
chr1	6784697	6790072	GC.chr1_6784697_6790072_+	0	+	lincRNA	RP11-242F24.1	ENSG00000228750.1	ENST00000414210.1
chr1	6787587	6790072	GC.chr1_6787587_6790072_+	0	+	lincRNA	RP11-242F24.1	ENSG00000228750.1	ENST00000421469.1
chr1	7429003	7430331	GC.chr1_7429003_7430331_+	0	+	sense_intronic	CAMTA1-IT1	ENSG00000237402.1	ENST00000427317.1
chr1	7796468	7827916	GC.chr1_7796468_7827916_+	0	+	protein_coding	CAMTA1	ENSG00000171735.14	ENST00000495233.1
chr1	7804974	7827916	GC.chr1_7804974_7827916_+	0	+	protein_coding	CAMTA1	ENSG00000171735.14	ENST00000490905.1
chr1	7805021	7826582	GC.chr1_7805021_7826582_+	0	+	protein_coding	CAMTA1	ENSG00000171735.14	ENST00000476864.1
chr1	8249884	8252830	GC.chr1_8249884_8252830_+	0	+	pseudogene	RP11-431K24.2	ENSG00000229305.1	ENST00000453364.1
chr1	8249886	8252833	ENSG00000130741	0	+	GERST_PG	N	PGOHUM00000244588	PGOHUM00000244588
chr1	8268732	8275270	GC.chr1_8268732_8275270_+	0	+	lincRNA	RP11-431K24.3	ENSG00000227634.1	ENST00000452982.1
chr1	8377886	8404225	GC.chr1_8377886_8404225_+	0	+	protein_coding	SLC45A1	ENSG00000162426.10	ENST00000471889.1
chr1	8390198	8404217	GC.chr1_8390198_8404217_+	0	+	protein_coding	SLC45A1	ENSG00000162426.10	ENST00000497660.1
chr1	8390488	8396169	GC.chr1_8390488_8396169_+	0	+	protein_coding	SLC45A1	ENSG00000162426.10	ENST00000481265.1
chr1	8572712	8573080	GC.chr1_8572712_8573080_+	0	+	pseudogene	RP5-1115A15.2	ENSG00000270282.1	ENST00000605785.1
chr1	8810489	8811146	GC.chr1_8810489_8811146_+	0	+	pseudogene	RP4-633I8.1	ENSG00000234619.1	ENST00000437586.1
chr1	8858534	8859562	ENSG00000131469	0	+	GERST_PG	N	PGOHUM00000244591	PGOHUM00000244591
chr1	8858534	8859565	GC.chr1_8858534_8859565_+	0	+	pseudogene	RP4-633I8.3	ENSG00000226545.1	ENST00000445254.1
chr1	8865919	8867110	GC.chr1_8865919_8867110_+	0	+	lincRNA	RP4-633I8.4	ENSG00000228423.1	ENST00000433876.1
chr1	8891066	8891434	GC.chr1_8891066_8891434_+	0	+	pseudogene	RP11-185B14.1	ENSG00000229716.2	ENST00000436229.2
chr1	8953468	8954210	GC.chr1_8953468_8954210_+	0	+	pseudogene	HMGN2P17	ENSG00000238249.1	ENST00000425872.1
chr1	8969801	8969963	GC.chr1_8969801_8969963_+	0	+	pseudogene	RP3-477M7.6	ENSG00000232663.2	ENST00000431968.2
chr1	9840880	9841298	GC.chr1_9840880_9841298_+	0	+	pseudogene	RP11-558F24.6	ENSG00000271264.1	ENST00000603781.1
chr1	9908376	9910212	GC.chr1_9908376_9910212_+	0	+	antisense	RP11-84A14.5	ENSG00000223989.1	ENST00000454104.1
chr1	10057264	10076078	GC.chr1_10057264_10076078_+	0	+	protein_coding	RBP7	ENSG00000162444.11	ENST00000315901.4
chr1	10057274	10076078	GC.chr1_10057274_10076078_+	0	+	protein_coding	RBP7	ENSG00000162444.11	ENST00000294435.7
chr1	10518612	10519395	GC.chr1_10518612_10519395_+	0	+	antisense	RP5-1113E3.3	ENSG00000203469.2	ENST00000424487.1
chr1	10955818	10956055	GC.chr1_10955818_10956055_+	0	+	pseudogene	RP11-340B24.3	ENSG00000225158.2	ENST00000450782.2
chr1	11203955	11209594	GC.chr1_11203955_11209594_+	0	+	antisense	MTOR-AS1	ENSG00000225602.1	ENST00000445982.1
chr1	11204481	11209594	GC.chr1_11204481_11209594_+	0	+	antisense	MTOR-AS1	ENSG00000225602.1	ENST00000420480.1
chr1	11249398	11256038	GC.chr1_11249398_11256038_+	0	+	protein_coding	ANGPTL7	ENSG00000171819.4	ENST00000376819.3
chr1	11253684	11255235	GC.chr1_11253684_11255235_+	0	+	protein_coding	ANGPTL7	ENSG00000171819.4	ENST00000476934.1
chr1	11293020	11293169	GC.chr1_11293020_11293169_+	0	+	pseudogene	RPL39P6	ENSG00000238173.1	ENST00000448289.1
chr1	11539223	11542017	GC.chr1_11539223_11542017_+	0	+	protein_coding	PTCHD2	ENSG00000204624.6	ENST00000423056.2
chr1	11539295	11597641	GC.chr1_11539295_11597641_+	0	+	protein_coding	PTCHD2	ENSG00000204624.6	ENST00000294484.6
chr1	11593733	11597282	GC.chr1_11593733_11597282_+	0	+	protein_coding	PTCHD2	ENSG00000204624.6	ENST00000304391.6
chr1	11669588	11673412	GC.chr1_11669588_11673412_+	0	+	lincRNA	RP1-69M21.2	ENSG00000235643.1	ENST00000453135.1
chr1	11826799	11838367	GC.chr1_11826799_11838367_+	0	+	protein_coding	C1orf167	ENSG00000215910.3	ENST00000484153.1
chr1	11937827	11940463	GC.chr1_11937827_11940463_+	0	+	pseudogene	RP5-934G17.6	ENSG00000224904.1	ENST00000438808.1
chr1	12014358	12018650	GC.chr1_12014358_12018650_+	0	+	protein_coding	PLOD1	ENSG00000083444.12	ENST00000465920.1
chr1	12024745	12035595	GC.chr1_12024745_12035595_+	0	+	protein_coding	PLOD1	ENSG00000083444.12	ENST00000491536.1
chr1	12024759	12026471	GC.chr1_12024759_12026471_+	0	+	protein_coding	PLOD1	ENSG00000083444.12	ENST00000470133.1
chr1	12031600	12035593	GC.chr1_12031600_12035593_+	0	+	protein_coding	PLOD1	ENSG00000083444.12	ENST00000481933.1
chr1	12704566	12727097	GC.chr1_12704566_12727097_+	0	+	protein_coding	AADACL4	ENSG00000204518.2	ENST00000376221.1
chr1	12752925	12753036	GC.chr1_12752925_12753036_+	0	+	pseudogene	RP11-474O21.2	ENSG00000226166.2	ENST00000436879.2
chr1	12776118	12788726	GC.chr1_12776118_12788726_+	0	+	protein_coding	AADACL3	ENSG00000188984.7	ENST00000332530.3
chr1	12776146	12785963	GC.chr1_12776146_12785963_+	0	+	protein_coding	AADACL3	ENSG00000188984.7	ENST00000359318.5
chr1	12806163	12823847	GC.chr1_12806163_12823847_+	0	+	protein_coding	C1orf158	ENSG00000157330.5	ENST00000288048.5
chr1	12806335	12813875	GC.chr1_12806335_12813875_+	0	+	protein_coding	C1orf158	ENSG00000157330.5	ENST00000474179.1
chr1	12806373	12821102	GC.chr1_12806373_12821102_+	0	+	protein_coding	C1orf158	ENSG00000157330.5	ENST00000376210.3
chr1	12834984	12838049	GC.chr1_12834984_12838049_+	0	+	protein_coding	PRAMEF12	ENSG00000116726.4	ENST00000357726.4
chr1	12851546	12856777	GC.chr1_12851546_12856777_+	0	+	protein_coding	PRAMEF1	ENSG00000116721.9	ENST00000332296.7
chr1	12854840	12856634	GC.chr1_12854840_12856634_+	0	+	protein_coding	PRAMEF1	ENSG00000116721.9	ENST00000400814.3
chr1	12916941	12921764	GC.chr1_12916941_12921764_+	0	+	protein_coding	PRAMEF2	ENSG00000120952.4	ENST00000240189.2
chr1	12977513	12980233	GC.chr1_12977513_12980233_+	0	+	protein_coding	PRAMEF7	ENSG00000204510.1	ENST00000330881.5
chr1	12985990	12988078	ENSG00000120952	0	+	GERST_PG	N	PGOHUM00000244604	PGOHUM00000244604
chr1	12985990	12988081	GC.chr1_12985990_12988081_+	0	+	pseudogene	RP11-450I1.2	ENSG00000234064.1	ENST00000418187.1
chr1	13035543	13038381	GC.chr1_13035543_13038381_+	0	+	protein_coding	PRAMEF22	ENSG00000204508.3	ENST00000376187.1
chr1	13140450	13141720	ENSG00000204503	0	+	GERST_PG	N	PGOHUM00000244605	PGOHUM00000244605
chr1	13140456	13145000	GC.chr1_13140456_13145000_+	0	+	pseudogene	RP13-221M14.1	ENSG00000204505.3	ENST00000415919.1
chr1	13142562	13144997	ENSG00000229571	0	+	GERST_PG	N	PGOHUM00000244606	PGOHUM00000244606
chr1	13146777	13147256	GC.chr1_13146777_13147256_+	0	+	lincRNA	RP13-221M14.2	ENSG00000233336.1	ENST00000437631.1
chr1	13196270	13199064	ENSG00000204481	0	+	GERST_PG	N	PGOHUM00000244607	PGOHUM00000244607
chr1	13196270	13199064	PGOHUM00000244607	0	+	GERST_PG_hc	PGOHUM00000244607	PGOHUM00000244607	PGOHUM00000244607
chr1	13196270	13199067	GC.chr1_13196270_13199067_+	0	+	pseudogene	WI2-2994D6.1	ENSG00000224199.1	ENST00000457244.1
chr1	13351482	13354320	ENSG00000204479	0	+	GERST_PG	N	PGOHUM00000244608	PGOHUM00000244608
chr1	13351482	13354323	GC.chr1_13351482_13354323_+	0	+	pseudogene	RP11-248D7.2	ENSG00000233394.1	ENST00000453094.1
chr1	13359819	13369057	GC.chr1_13359819_13369057_+	0	+	protein_coding	PRAMEF5	ENSG00000204502.2	ENST00000376168.1
chr1	13411551	13414479	ENSG00000187545	0	+	GERST_PG	N	PGOHUM00000244609	PGOHUM00000244609
chr1	13411551	13414482	GC.chr1_13411551_13414482_+	0	+	pseudogene	RP11-219C24.6	ENSG00000237700.1	ENST00000437300.1
chr1	13421176	13428191	GC.chr1_13421176_13428191_+	0	+	protein_coding	PRAMEF9	ENSG00000204501.2	ENST00000376152.1
chr1	13429634	13430113	GC.chr1_13429634_13430113_+	0	+	lincRNA	RP11-219C24.10	ENSG00000228229.2	ENST00000432559.2
chr1	13495254	13498260	GC.chr1_13495254_13498260_+	0	+	protein_coding	PRAMEF16	ENSG00000204488.3	ENST00000376121.3
chr1	13521973	13526873	GC.chr1_13521973_13526873_+	0	+	protein_coding	PRAMEF21	ENSG00000204486.3	ENST00000327795.5
chr1	13632348	13635276	ENSG00000187545	0	+	GERST_PG	N	PGOHUM00000244610	PGOHUM00000244610
chr1	13632348	13635279	GC.chr1_13632348_13635279_+	0	+	pseudogene	XX-FW84067D5.2	ENSG00000224581.1	ENST00000447851.1
chr1	13641973	13648988	GC.chr1_13641973_13648988_+	0	+	protein_coding	PRAMEF15	ENSG00000157358.7	ENST00000330087.5
chr1	13716092	13719089	GC.chr1_13716092_13719089_+	0	+	protein_coding	PRAMEF17	ENSG00000204479.4	ENST00000376098.4
chr1	13742808	13747803	GC.chr1_13742808_13747803_+	0	+	protein_coding	PRAMEF20	ENSG00000204478.5	ENST00000602960.1
chr1	13839715	13842765	GC.chr1_13839715_13842765_+	0	+	antisense	RP4-597A16.2	ENSG00000259961.1	ENST00000563570.1
chr1	13881496	13882189	GC.chr1_13881496_13882189_+	0	+	pseudogene	RP4-597A16.3	ENSG00000215909.3	ENST00000401091.2
chr1	14925200	15393056	GC.chr1_14925200_15393056_+	0	+	protein_coding	KAZN	ENSG00000189337.11	ENST00000491547.1
chr1	14925200	15444539	GC.chr1_14925200_15444539_+	0	+	protein_coding	KAZN	ENSG00000189337.11	ENST00000376030.2
chr1	14925213	15392293	GC.chr1_14925213_15392293_+	0	+	protein_coding	KAZN	ENSG00000189337.11	ENST00000503743.1
